Gene stable ID	Chromosome/scaffold name	Gene start(bp)	Gene end(bp)	GOSlim GOA Accession(s)	GOSlim GOA Description	GOSlim_domain	HN-score(HN5)
Os12g0270900	12	9821581	9823929	GO:0003674	molecular_function	molecular_function	56
Os05g0442400	5	21654183	21655380	GO:0005488	binding	molecular_function	56
Os04g0438600	4	21812159	21816137	GO:0005215	transporter activity	molecular_function	56
Os04g0167900	4	4649129	4649773	GO:0016787	hydrolase activity	molecular_function	56
Os04g0438600	4	21812159	21816137	GO:0003674	molecular_function	molecular_function	56
Os04g0438600	4	21812159	21816137	GO:0006810	transport	biological_process	56
Os04g0438600	4	21812159	21816137	GO:0008150	biological_process	biological_process	56
Os04g0438600	4	21812159	21816137	GO:0016020	membrane	cellular_component	56
Os04g0438600	4	21812159	21816137	GO:0005488	binding	molecular_function	56
Os04g0438600	4	21812159	21816137	GO:0008289	lipid binding	molecular_function	56
Os05g0442400	5	21654183	21655380	GO:0003674	molecular_function	molecular_function	56
Os04g0438600	4	21812159	21816137	GO:0005622	intracellular anatomical structure	cellular_component	56
Os04g0438600	4	21812159	21816137	GO:0005575	cellular_component	cellular_component	56
Os04g0438600	4	21812159	21816137	GO:0016043	cellular component organization	biological_process	56
Os04g0438600	4	21812159	21816137	GO:0009987	cellular process	biological_process	56
Os12g0270900	12	9821581	9823929	GO:0005575	cellular_component	cellular_component	56
Os12g0270900	12	9821581	9823929	GO:0016740	transferase activity	molecular_function	56
Os05g0442400	5	21654183	21655380	GO:0005634	nucleus	cellular_component	56
Os03g0381300	3	15118428	15121526	GO:0003674	molecular_function	molecular_function	55
Os03g0381300	3	15118428	15121526	GO:0005515	protein binding	molecular_function	55
Os03g0381300	3	15118428	15121526	GO:0005488	binding	molecular_function	55
Os03g0381300	3	15118428	15121526	GO:0008150	biological_process	biological_process	55
Os03g0381300	3	15118428	15121526	GO:0009987	cellular process	biological_process	55
Os11g0601700	11	23132812	23137537	GO:0003674	molecular_function	molecular_function	55
Os08g0464000	8	22777141	22781266	GO:0005634	nucleus	cellular_component	55
Os08g0464000	8	22777141	22781266	GO:0008150	biological_process	biological_process	55
Os08g0464000	8	22777141	22781266	GO:0065009	regulation of molecular function	biological_process	55
Os11g0601700	11	23132812	23137537	GO:0005488	binding	molecular_function	55
Os11g0601700	11	23132812	23137537	GO:0003676	nucleic acid binding	molecular_function	55
Os11g0601700	11	23132812	23137537	GO:0003677	DNA binding	molecular_function	55
Os11g0601700	11	23132812	23137537	GO:0005515	protein binding	molecular_function	55
Os11g0601700	11	23132812	23137537	GO:0005575	cellular_component	cellular_component	55
Os11g0601700	11	23132812	23137537	GO:0005622	intracellular anatomical structure	cellular_component	55
Os11g0601700	11	23132812	23137537	GO:0005634	nucleus	cellular_component	55
Os11g0601700	11	23132812	23137537	GO:0008150	biological_process	biological_process	55
Os11g0601700	11	23132812	23137537	GO:0009987	cellular process	biological_process	55
Os11g0601700	11	23132812	23137537	GO:0008152	metabolic process	biological_process	55
Os11g0601700	11	23132812	23137537	GO:0009058	biosynthetic process	biological_process	55
Os11g0601700	11	23132812	23137537	GO:0006139	nucleobase-containing compound metabolic process	biological_process	55
Os08g0464000	8	22777141	22781266	GO:0009987	cellular process	biological_process	55
Os03g0381300	3	15118428	15121526	GO:0005622	intracellular anatomical structure	cellular_component	55
Os03g0381300	3	15118428	15121526	GO:0005575	cellular_component	cellular_component	55
Os08g0464000	8	22777141	22781266	GO:0005515	protein binding	molecular_function	55
Os09g0558900	9	22212492	22218155	GO:0016020	membrane	cellular_component	55
Os09g0558900	9	22212492	22218155	GO:0003824	catalytic activity	molecular_function	55
Os08g0464000	8	22777141	22781266	GO:0003674	molecular_function	molecular_function	55
Os09g0558900	9	22212492	22218155	GO:0003674	molecular_function	molecular_function	55
Os09g0558900	9	22212492	22218155	GO:0005488	binding	molecular_function	55
Os09g0558900	9	22212492	22218155	GO:0000166	nucleotide binding	molecular_function	55
Os09g0558900	9	22212492	22218155	GO:0005575	cellular_component	cellular_component	55
Os09g0558900	9	22212492	22218155	GO:0005737	cytoplasm	cellular_component	55
Os09g0558900	9	22212492	22218155	GO:0005783	endoplasmic reticulum	cellular_component	55
Os09g0558900	9	22212492	22218155	GO:0005829	cytosol	cellular_component	55
Os09g0558900	9	22212492	22218155	GO:0005622	intracellular anatomical structure	cellular_component	55
Os08g0464000	8	22777141	22781266	GO:0005488	binding	molecular_function	55
Os08g0464000	8	22777141	22781266	GO:0005575	cellular_component	cellular_component	55
Os08g0464000	8	22777141	22781266	GO:0005622	intracellular anatomical structure	cellular_component	55
Os08g0464000	8	22777141	22781266	GO:0005737	cytoplasm	cellular_component	55
Os08g0464000	8	22777141	22781266	GO:0005829	cytosol	cellular_component	55
Os03g0381300	3	15118428	15121526	GO:0006950	response to stress	biological_process	55
Os03g0381300	3	15118428	15121526	GO:0016043	cellular component organization	biological_process	55
Os03g0381300	3	15118428	15121526	GO:0005829	cytosol	cellular_component	55
Os03g0381300	3	15118428	15121526	GO:0005737	cytoplasm	cellular_component	55
Os03g0381300	3	15118428	15121526	GO:0005634	nucleus	cellular_component	55
Os03g0265600	3	8767643	8770548	GO:0003674	molecular_function	molecular_function	54
Os06g0698300	6	29208089	29210889	GO:0003674	molecular_function	molecular_function	54
Os06g0698300	6	29208089	29210889	GO:0005488	binding	molecular_function	54
Os06g0698300	6	29208089	29210889	GO:0003824	catalytic activity	molecular_function	54
Os06g0698300	6	29208089	29210889	GO:0016787	hydrolase activity	molecular_function	54
Os03g0718800	3	29110322	29111067	GO:0008152	metabolic process	biological_process	54
Os08g0546400	8	27365138	27370823	GO:0005783	endoplasmic reticulum	cellular_component	54
Os03g0718800	3	29110322	29111067	GO:0019538	protein metabolic process	biological_process	54
Os10g0118800	10	1189829	1190703	GO:0003824	catalytic activity	molecular_function	54
Os08g0546400	8	27365138	27370823	GO:0003674	molecular_function	molecular_function	54
Os03g0265600	3	8767643	8770548	GO:0003723	RNA binding	molecular_function	54
Os08g0546400	8	27365138	27370823	GO:0005737	cytoplasm	cellular_component	54
Os08g0546400	8	27365138	27370823	GO:0005622	intracellular anatomical structure	cellular_component	54
Os08g0546400	8	27365138	27370823	GO:0005575	cellular_component	cellular_component	54
Os08g0546300	8	27364165	27364816	GO:0008289	lipid binding	molecular_function	54
Os08g0546300	8	27364165	27364816	GO:0005488	binding	molecular_function	54
Os08g0546300	8	27364165	27364816	GO:0003674	molecular_function	molecular_function	54
Os10g0118800	10	1189829	1190703	GO:0016020	membrane	cellular_component	54
Os10g0118800	10	1189829	1190703	GO:0005575	cellular_component	cellular_component	54
Os03g0265600	3	8767643	8770548	GO:0005488	binding	molecular_function	54
Os10g0391400	10	13031180	13032006	GO:0007165	signal transduction	biological_process	54
Os03g0265600	3	8767643	8770548	GO:0003676	nucleic acid binding	molecular_function	54
Os10g0390900	10	12995068	13001222	GO:0016787	hydrolase activity	molecular_function	54
Os03g0718800	3	29110322	29111067	GO:0008150	biological_process	biological_process	54
Os05g0156500	5	3305712	3307705	GO:0003674	molecular_function	molecular_function	54
Os10g0118800	10	1189829	1190703	GO:0003674	molecular_function	molecular_function	54
Os04g0150300	4	3465253	3470075	GO:0005575	cellular_component	cellular_component	54
Os04g0150300	4	3465253	3470075	GO:0016020	membrane	cellular_component	54
Os10g0390900	10	12995068	13001222	GO:0008150	biological_process	biological_process	54
Os10g0390900	10	12995068	13001222	GO:0009987	cellular process	biological_process	54
Os10g0390900	10	12995068	13001222	GO:0008152	metabolic process	biological_process	54
Os10g0390900	10	12995068	13001222	GO:0006629	lipid metabolic process	biological_process	54
Os10g0390900	10	12995068	13001222	GO:0009058	biosynthetic process	biological_process	54
Os10g0390900	10	12995068	13001222	GO:0003674	molecular_function	molecular_function	54
Os10g0390900	10	12995068	13001222	GO:0003824	catalytic activity	molecular_function	54
Os10g0390900	10	12995068	13001222	GO:0016043	cellular component organization	biological_process	54
Os03g0265600	3	8767643	8770548	GO:0005575	cellular_component	cellular_component	54
Os10g0390900	10	12995068	13001222	GO:0005575	cellular_component	cellular_component	54
Os10g0391400	10	13031180	13032006	GO:0009719	response to endogenous stimulus	biological_process	54
Os10g0390900	10	12995068	13001222	GO:0016020	membrane	cellular_component	54
Os10g0390900	10	12995068	13001222	GO:0005622	intracellular anatomical structure	cellular_component	54
Os10g0390900	10	12995068	13001222	GO:0005737	cytoplasm	cellular_component	54
Os10g0390900	10	12995068	13001222	GO:0005773	vacuole	cellular_component	54
Os10g0391400	10	13031180	13032006	GO:0008150	biological_process	biological_process	54
Os10g0391400	10	13031180	13032006	GO:0006950	response to stress	biological_process	54
Os10g0391400	10	13031180	13032006	GO:0005575	cellular_component	cellular_component	54
Os10g0391400	10	13031180	13032006	GO:0005622	intracellular anatomical structure	cellular_component	54
Os10g0391400	10	13031180	13032006	GO:0005634	nucleus	cellular_component	54
Os10g0391400	10	13031180	13032006	GO:0042221	response to chemical	biological_process	54
Os03g0718800	3	29110322	29111067	GO:0016787	hydrolase activity	molecular_function	54
Os03g0718800	3	29110322	29111067	GO:0003824	catalytic activity	molecular_function	54
Os03g0718800	3	29110322	29111067	GO:0003674	molecular_function	molecular_function	54
Os05g0156500	5	3305712	3307705	GO:0005515	protein binding	molecular_function	54
Os03g0265600	3	8767643	8770548	GO:0005622	intracellular anatomical structure	cellular_component	54
Os03g0265600	3	8767643	8770548	GO:0005634	nucleus	cellular_component	54
Os10g0391400	10	13031180	13032006	GO:0007154	cell communication	biological_process	54
Os03g0265600	3	8767643	8770548	GO:0008150	biological_process	biological_process	54
Os03g0265600	3	8767643	8770548	GO:0009987	cellular process	biological_process	54
Os03g0265600	3	8767643	8770548	GO:0008152	metabolic process	biological_process	54
Os03g0265600	3	8767643	8770548	GO:0006139	nucleobase-containing compound metabolic process	biological_process	54
Os08g0546400	8	27365138	27370823	GO:0005515	protein binding	molecular_function	54
Os08g0546400	8	27365138	27370823	GO:0005488	binding	molecular_function	54
Os08g0546400	8	27365138	27370823	GO:0008150	biological_process	biological_process	54
Os08g0546400	8	27365138	27370823	GO:0009987	cellular process	biological_process	54
Os08g0546400	8	27365138	27370823	GO:0006950	response to stress	biological_process	54
Os08g0546400	8	27365138	27370823	GO:0008152	metabolic process	biological_process	54
Os05g0156500	5	3305712	3307705	GO:0007165	signal transduction	biological_process	54
Os05g0156500	5	3305712	3307705	GO:0007154	cell communication	biological_process	54
Os08g0546400	8	27365138	27370823	GO:0009056	catabolic process	biological_process	54
Os08g0546400	8	27365138	27370823	GO:0042221	response to chemical	biological_process	54
Os05g0156500	5	3305712	3307705	GO:0009987	cellular process	biological_process	54
Os08g0546400	8	27365138	27370823	GO:0019538	protein metabolic process	biological_process	54
Os05g0156500	5	3305712	3307705	GO:0008150	biological_process	biological_process	54
Os05g0156500	5	3305712	3307705	GO:0005783	endoplasmic reticulum	cellular_component	54
Os05g0156500	5	3305712	3307705	GO:0005737	cytoplasm	cellular_component	54
Os05g0156500	5	3305712	3307705	GO:0005622	intracellular anatomical structure	cellular_component	54
Os05g0156500	5	3305712	3307705	GO:0005575	cellular_component	cellular_component	54
Os05g0156500	5	3305712	3307705	GO:0005488	binding	molecular_function	54
Os10g0391400	10	13031180	13032006	GO:0009987	cellular process	biological_process	54
Os10g0419300	10	14746572	14750175	GO:0005622	intracellular anatomical structure	cellular_component	53
Os10g0537500	10	20936570	20940422	GO:0016020	membrane	cellular_component	53
Os10g0419300	10	14746572	14750175	GO:0005737	cytoplasm	cellular_component	53
Os10g0419300	10	14746572	14750175	GO:0009628	response to abiotic stimulus	biological_process	53
Os01g0105800	1	306871	308842	GO:0008152	metabolic process	biological_process	53
Os10g0419300	10	14746572	14750175	GO:0006950	response to stress	biological_process	53
Os10g0419300	10	14746572	14750175	GO:0005515	protein binding	molecular_function	53
Os10g0419300	10	14746572	14750175	GO:0003700	DNA-binding transcription factor activity	molecular_function	53
Os10g0419300	10	14746572	14750175	GO:0006139	nucleobase-containing compound metabolic process	biological_process	53
Os10g0419300	10	14746572	14750175	GO:0009058	biosynthetic process	biological_process	53
Os10g0419300	10	14746572	14750175	GO:0008152	metabolic process	biological_process	53
Os10g0419300	10	14746572	14750175	GO:0009987	cellular process	biological_process	53
Os10g0419300	10	14746572	14750175	GO:0008150	biological_process	biological_process	53
Os10g0419300	10	14746572	14750175	GO:0005634	nucleus	cellular_component	53
Os10g0537500	10	20936570	20940422	GO:0005575	cellular_component	cellular_component	53
Os10g0419300	10	14746572	14750175	GO:0005575	cellular_component	cellular_component	53
Os10g0419300	10	14746572	14750175	GO:0003677	DNA binding	molecular_function	53
Os10g0419300	10	14746572	14750175	GO:0003676	nucleic acid binding	molecular_function	53
Os10g0419300	10	14746572	14750175	GO:0005488	binding	molecular_function	53
Os10g0419300	10	14746572	14750175	GO:0003674	molecular_function	molecular_function	53
Os09g0444900	9	16573502	16574893	GO:0005575	cellular_component	cellular_component	53
Os09g0444900	9	16573502	16574893	GO:0016020	membrane	cellular_component	53
Os06g0219500	6	6152338	6153502	GO:0008150	biological_process	biological_process	53
Os06g0219500	6	6152338	6153502	GO:0006950	response to stress	biological_process	53
Os06g0219500	6	6152338	6153502	GO:0009628	response to abiotic stimulus	biological_process	53
Os10g0419300	10	14746572	14750175	GO:0140110	transcription regulator activity	molecular_function	53
Os01g0105800	1	306871	308842	GO:0008150	biological_process	biological_process	53
Os01g0105800	1	306871	308842	GO:0005622	intracellular anatomical structure	cellular_component	53
Os01g0105800	1	306871	308842	GO:0016043	cellular component organization	biological_process	53
Os01g0348900	1	13903285	13904626	GO:0005488	binding	molecular_function	53
Os01g0348900	1	13903285	13904626	GO:0030246	carbohydrate binding	molecular_function	53
