Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HN-score(HN5)	organism	start1 (bp)	end1 (bp)	GOSlim GOA Accession(s)	GOSlim GOA Description
Os08g0557800	R_8	27916313	27922609	73	rice	27916313	27922609	GO:0005575	cellular_component
Os08g0557800	R_8	27916313	27922609	73	rice	27916313	27922609	GO:0005622	intracellular anatomical structure
Os08g0546800	R_8	27382872	27384470	73	rice	27382872	27384470	GO:0003674	molecular_function
Os08g0546800	R_8	27382872	27384470	73	rice	27382872	27384470	GO:0005488	binding
Os08g0546800	R_8	27382872	27384470	73	rice	27382872	27384470	GO:0003676	nucleic acid binding
Os08g0546800	R_8	27382872	27384470	73	rice	27382872	27384470	GO:0003677	DNA binding
Os08g0546800	R_8	27382872	27384470	73	rice	27382872	27384470	GO:0005575	cellular_component
Os08g0546800	R_8	27382872	27384470	73	rice	27382872	27384470	GO:0005622	intracellular anatomical structure
Os08g0546800	R_8	27382872	27384470	73	rice	27382872	27384470	GO:0005634	nucleus
Os08g0546800	R_8	27382872	27384470	73	rice	27382872	27384470	GO:0008150	biological_process
Os08g0546800	R_8	27382872	27384470	73	rice	27382872	27384470	GO:0009987	cellular process
Os08g0546800	R_8	27382872	27384470	73	rice	27382872	27384470	GO:0008152	metabolic process
Os08g0546800	R_8	27382872	27384470	73	rice	27382872	27384470	GO:0009058	biosynthetic process
Os08g0546800	R_8	27382872	27384470	73	rice	27382872	27384470	GO:0006139	nucleobase-containing compound metabolic process
Os08g0546800	R_8	27382872	27384470	73	rice	27382872	27384470	GO:0003700	DNA-binding transcription factor activity
Os08g0546800	R_8	27382872	27384470	73	rice	27382872	27384470	GO:0140110	transcription regulator activity
Os08g0546800	R_8	27382872	27384470	73	rice	27382872	27384470	GO:0006950	response to stress
Os08g0546800	R_8	27382872	27384470	73	rice	27382872	27384470	GO:0009628	response to abiotic stimulus
Os06g0662550	R_6	27319482	27322589	73	rice	27319482	27322589	GO:0005575	cellular_component
Os06g0662550	R_6	27319482	27322589	73	rice	27319482	27322589	GO:0016020	membrane
Os06g0716700	R_6	30444504	30450437	73	rice	30444504	30450437	GO:0003674	molecular_function
Os06g0716700	R_6	30444504	30450437	73	rice	30444504	30450437	GO:0005515	protein binding
Os06g0716700	R_6	30444504	30450437	73	rice	30444504	30450437	GO:0005488	binding
Os06g0716700	R_6	30444504	30450437	73	rice	30444504	30450437	GO:0008150	biological_process
Os06g0716700	R_6	30444504	30450437	73	rice	30444504	30450437	GO:0009987	cellular process
Os06g0716700	R_6	30444504	30450437	73	rice	30444504	30450437	GO:0000166	nucleotide binding
Os06g0716700	R_6	30444504	30450437	73	rice	30444504	30450437	GO:0003824	catalytic activity
Os06g0716700	R_6	30444504	30450437	73	rice	30444504	30450437	GO:0016787	hydrolase activity
Os06g0716700	R_6	30444504	30450437	73	rice	30444504	30450437	GO:0005575	cellular_component
Os06g0716700	R_6	30444504	30450437	73	rice	30444504	30450437	GO:0005622	intracellular anatomical structure
Os06g0716700	R_6	30444504	30450437	73	rice	30444504	30450437	GO:0005737	cytoplasm
Os06g0716700	R_6	30444504	30450437	73	rice	30444504	30450437	GO:0005783	endoplasmic reticulum
Os11g0670900	R_11	27111943	27112811	72	rice	27111943	27112811	GO:0008150	biological_process
Os11g0670900	R_11	27111943	27112811	72	rice	27111943	27112811	GO:0009987	cellular process
Os11g0670900	R_11	27111943	27112811	72	rice	27111943	27112811	GO:0007154	cell communication
Os11g0670900	R_11	27111943	27112811	72	rice	27111943	27112811	GO:0007165	signal transduction
Os11g0670900	R_11	27111943	27112811	72	rice	27111943	27112811	GO:0005575	cellular_component
Os11g0670900	R_11	27111943	27112811	72	rice	27111943	27112811	GO:0016020	membrane
Os03g0776900	R_3	32208931	32210830	72	rice	32208931	32210830	GO:0006810	transport
Os03g0776900	R_3	32208931	32210830	72	rice	32208931	32210830	GO:0008150	biological_process
Os03g0776900	R_3	32208931	32210830	72	rice	32208931	32210830	GO:0009987	cellular process
Os03g0776900	R_3	32208931	32210830	72	rice	32208931	32210830	GO:0016043	cellular component organization
Os03g0776900	R_3	32208931	32210830	72	rice	32208931	32210830	GO:0003674	molecular_function
Os03g0776900	R_3	32208931	32210830	72	rice	32208931	32210830	GO:0005575	cellular_component
Os03g0776900	R_3	32208931	32210830	72	rice	32208931	32210830	GO:0005622	intracellular anatomical structure
Os03g0776900	R_3	32208931	32210830	72	rice	32208931	32210830	GO:0016020	membrane
Os03g0776900	R_3	32208931	32210830	72	rice	32208931	32210830	GO:0005737	cytoplasm
Os03g0776900	R_3	32208931	32210830	72	rice	32208931	32210830	GO:0005739	mitochondrion
Os03g0776900	R_3	32208931	32210830	72	rice	32208931	32210830	GO:0005783	endoplasmic reticulum
Os02g0181900	R_2	4567630	4573049	71	rice	4567630	4573049	GO:0008150	biological_process
Os02g0181900	R_2	4567630	4573049	71	rice	4567630	4573049	GO:0008152	metabolic process
Os02g0181900	R_2	4567630	4573049	71	rice	4567630	4573049	GO:0019538	protein metabolic process
Os02g0181900	R_2	4567630	4573049	71	rice	4567630	4573049	GO:0009987	cellular process
Os02g0181900	R_2	4567630	4573049	71	rice	4567630	4573049	GO:0006950	response to stress
Os02g0181900	R_2	4567630	4573049	71	rice	4567630	4573049	GO:0009628	response to abiotic stimulus
Os02g0181900	R_2	4567630	4573049	71	rice	4567630	4573049	GO:0003674	molecular_function
Os02g0181900	R_2	4567630	4573049	71	rice	4567630	4573049	GO:0005488	binding
Os02g0181900	R_2	4567630	4573049	71	rice	4567630	4573049	GO:0000166	nucleotide binding
Os02g0181900	R_2	4567630	4573049	71	rice	4567630	4573049	GO:0005575	cellular_component
Os02g0181900	R_2	4567630	4573049	71	rice	4567630	4573049	GO:0005622	intracellular anatomical structure
Os02g0181900	R_2	4567630	4573049	71	rice	4567630	4573049	GO:0005737	cytoplasm
Os02g0181900	R_2	4567630	4573049	71	rice	4567630	4573049	GO:0009507	chloroplast
Os02g0181900	R_2	4567630	4573049	71	rice	4567630	4573049	GO:0009536	plastid
Os02g0181900	R_2	4567630	4573049	71	rice	4567630	4573049	GO:0005739	mitochondrion
Os02g0181900	R_2	4567630	4573049	71	rice	4567630	4573049	GO:0003824	catalytic activity
Os02g0181900	R_2	4567630	4573049	71	rice	4567630	4573049	GO:0016787	hydrolase activity
Os12g0478200	R_12	17463398	17465368	71	rice	17463398	17465368	GO:0008150	biological_process
Os12g0478200	R_12	17463398	17465368	71	rice	17463398	17465368	GO:0048856	anatomical structure development
Os12g0478200	R_12	17463398	17465368	71	rice	17463398	17465368	GO:0007275	multicellular organism development
Os12g0478200	R_12	17463398	17465368	71	rice	17463398	17465368	GO:0009791	post-embryonic development
Os12g0478200	R_12	17463398	17465368	71	rice	17463398	17465368	GO:0000003	reproduction
Os12g0478200	R_12	17463398	17465368	71	rice	17463398	17465368	GO:0009790	embryo development
Os12g0478200	R_12	17463398	17465368	71	rice	17463398	17465368	GO:0042221	response to chemical
Os12g0478200	R_12	17463398	17465368	71	rice	17463398	17465368	GO:0009719	response to endogenous stimulus
Os06g0159900	R_6	3051248	3055005	70	rice	3051248	3055005	GO:0003674	molecular_function
Os06g0159900	R_6	3051248	3055005	70	rice	3051248	3055005	GO:0003824	catalytic activity
Os06g0159900	R_6	3051248	3055005	70	rice	3051248	3055005	GO:0016740	transferase activity
Os06g0159900	R_6	3051248	3055005	70	rice	3051248	3055005	GO:0008150	biological_process
Os06g0159900	R_6	3051248	3055005	70	rice	3051248	3055005	GO:0008152	metabolic process
Os06g0159900	R_6	3051248	3055005	70	rice	3051248	3055005	GO:0036211	protein modification process
Os06g0159900	R_6	3051248	3055005	70	rice	3051248	3055005	GO:0019538	protein metabolic process
Os06g0159900	R_6	3051248	3055005	70	rice	3051248	3055005	GO:0016301	kinase activity
Os06g0159900	R_6	3051248	3055005	70	rice	3051248	3055005	GO:0005515	protein binding
Os06g0159900	R_6	3051248	3055005	70	rice	3051248	3055005	GO:0005488	binding
Os06g0159900	R_6	3051248	3055005	70	rice	3051248	3055005	GO:0005575	cellular_component
Os06g0159900	R_6	3051248	3055005	70	rice	3051248	3055005	GO:0005622	intracellular anatomical structure
Os12g0548700	R_12	22202703	22203153	69	rice	22202703	22203153	GO:0008150	biological_process
Os12g0548700	R_12	22202703	22203153	69	rice	22202703	22203153	GO:0006950	response to stress
Os12g0548700	R_12	22202703	22203153	69	rice	22202703	22203153	GO:0003674	molecular_function
Os12g0548700	R_12	22202703	22203153	69	rice	22202703	22203153	GO:0030234	enzyme regulator activity
Os12g0548700	R_12	22202703	22203153	69	rice	22202703	22203153	GO:0008152	metabolic process
Os12g0548700	R_12	22202703	22203153	69	rice	22202703	22203153	GO:0019538	protein metabolic process
Os12g0548700	R_12	22202703	22203153	69	rice	22202703	22203153	GO:0065009	regulation of molecular function
Os10g0462900	R_10	17048051	17053406	68	rice	17048051	17053406	GO:0006810	transport
Os10g0462900	R_10	17048051	17053406	68	rice	17048051	17053406	GO:0008150	biological_process
Os10g0462900	R_10	17048051	17053406	68	rice	17048051	17053406	GO:0009987	cellular process
Os10g0462900	R_10	17048051	17053406	68	rice	17048051	17053406	GO:0016043	cellular component organization
Os10g0462900	R_10	17048051	17053406	68	rice	17048051	17053406	GO:0003674	molecular_function
Os10g0462900	R_10	17048051	17053406	68	rice	17048051	17053406	GO:0005515	protein binding
Os10g0462900	R_10	17048051	17053406	68	rice	17048051	17053406	GO:0005488	binding
Os10g0462900	R_10	17048051	17053406	68	rice	17048051	17053406	GO:0000166	nucleotide binding
Os10g0462900	R_10	17048051	17053406	68	rice	17048051	17053406	GO:0005575	cellular_component
Os10g0462900	R_10	17048051	17053406	68	rice	17048051	17053406	GO:0005622	intracellular anatomical structure
Os10g0462900	R_10	17048051	17053406	68	rice	17048051	17053406	GO:0005737	cytoplasm
Os10g0462900	R_10	17048051	17053406	68	rice	17048051	17053406	GO:0005829	cytosol
Os10g0462900	R_10	17048051	17053406	68	rice	17048051	17053406	GO:0005739	mitochondrion
Os03g0113700	R_3	766760	771257	68	rice	766760	771257	GO:0003674	molecular_function
Os03g0113700	R_3	766760	771257	68	rice	766760	771257	GO:0005515	protein binding
Os03g0113700	R_3	766760	771257	68	rice	766760	771257	GO:0005488	binding
Os03g0113700	R_3	766760	771257	68	rice	766760	771257	GO:0008150	biological_process
Os03g0113700	R_3	766760	771257	68	rice	766760	771257	GO:0009987	cellular process
Os03g0113700	R_3	766760	771257	68	rice	766760	771257	GO:0003824	catalytic activity
Os03g0113700	R_3	766760	771257	68	rice	766760	771257	GO:0016787	hydrolase activity
Os03g0113700	R_3	766760	771257	68	rice	766760	771257	GO:0005575	cellular_component
Os03g0113700	R_3	766760	771257	68	rice	766760	771257	GO:0005622	intracellular anatomical structure
Os03g0113700	R_3	766760	771257	68	rice	766760	771257	GO:0016020	membrane
Os03g0113700	R_3	766760	771257	68	rice	766760	771257	GO:0005737	cytoplasm
Os03g0113700	R_3	766760	771257	68	rice	766760	771257	GO:0005773	vacuole
Os03g0113700	R_3	766760	771257	68	rice	766760	771257	GO:0000166	nucleotide binding
Os03g0113700	R_3	766760	771257	68	rice	766760	771257	GO:0005739	mitochondrion
Os03g0113700	R_3	766760	771257	68	rice	766760	771257	GO:0006950	response to stress
Os03g0113700	R_3	766760	771257	68	rice	766760	771257	GO:0042221	response to chemical
Os03g0113700	R_3	766760	771257	68	rice	766760	771257	GO:0009628	response to abiotic stimulus
Os05g0457000	R_5	22448151	22450166	68	rice	22448151	22450166	GO:0005575	cellular_component
Os05g0457000	R_5	22448151	22450166	68	rice	22448151	22450166	GO:0005622	intracellular anatomical structure
Os05g0457000	R_5	22448151	22450166	68	rice	22448151	22450166	GO:0016020	membrane
Os05g0457000	R_5	22448151	22450166	68	rice	22448151	22450166	GO:0005737	cytoplasm
Os05g0457000	R_5	22448151	22450166	68	rice	22448151	22450166	GO:0005773	vacuole
Os05g0457000	R_5	22448151	22450166	68	rice	22448151	22450166	GO:0005739	mitochondrion
Os05g0540300	R_5	26835675	26840306	68	rice	26835675	26840306	GO:0006810	transport
Os05g0540300	R_5	26835675	26840306	68	rice	26835675	26840306	GO:0008150	biological_process
Os05g0540300	R_5	26835675	26840306	68	rice	26835675	26840306	GO:0009987	cellular process
Os05g0540300	R_5	26835675	26840306	68	rice	26835675	26840306	GO:0016043	cellular component organization
Os05g0540300	R_5	26835675	26840306	68	rice	26835675	26840306	GO:0003674	molecular_function
Os05g0540300	R_5	26835675	26840306	68	rice	26835675	26840306	GO:0005515	protein binding
Os05g0540300	R_5	26835675	26840306	68	rice	26835675	26840306	GO:0005488	binding
Os05g0540300	R_5	26835675	26840306	68	rice	26835675	26840306	GO:0005575	cellular_component
Os05g0540300	R_5	26835675	26840306	68	rice	26835675	26840306	GO:0005622	intracellular anatomical structure
Os05g0540300	R_5	26835675	26840306	68	rice	26835675	26840306	GO:0016020	membrane
Os05g0540300	R_5	26835675	26840306	68	rice	26835675	26840306	GO:0005737	cytoplasm
Os05g0540300	R_5	26835675	26840306	68	rice	26835675	26840306	GO:0005773	vacuole
Os05g0540300	R_5	26835675	26840306	68	rice	26835675	26840306	GO:0000166	nucleotide binding
Os05g0540300	R_5	26835675	26840306	68	rice	26835675	26840306	GO:0005829	cytosol
Os05g0540300	R_5	26835675	26840306	68	rice	26835675	26840306	GO:0005739	mitochondrion
Os05g0540300	R_5	26835675	26840306	68	rice	26835675	26840306	GO:0042221	response to chemical
Os01g0124401	R_1	1353705	1354767	68	rice	1353705	1354767	GO:0005575	cellular_component
Os01g0124401	R_1	1353705	1354767	68	rice	1353705	1354767	GO:0005576	extracellular region
Os01g0124401	R_1	1353705	1354767	68	rice	1353705	1354767	GO:0003674	molecular_function
Os01g0124401	R_1	1353705	1354767	68	rice	1353705	1354767	GO:0030234	enzyme regulator activity
Os01g0124401	R_1	1353705	1354767	68	rice	1353705	1354767	GO:0008150	biological_process
Os01g0124401	R_1	1353705	1354767	68	rice	1353705	1354767	GO:0008152	metabolic process
Os01g0124401	R_1	1353705	1354767	68	rice	1353705	1354767	GO:0019538	protein metabolic process
Os01g0124401	R_1	1353705	1354767	68	rice	1353705	1354767	GO:0065009	regulation of molecular function
Os01g0822900	R_1	35130013	35130913	67	rice	35130013	35130913	GO:0003674	molecular_function
Os01g0822900	R_1	35130013	35130913	67	rice	35130013	35130913	GO:0005488	binding
Os01g0822900	R_1	35130013	35130913	67	rice	35130013	35130913	GO:0008289	lipid binding
Os01g0822900	R_1	35130013	35130913	67	rice	35130013	35130913	GO:0006810	transport
Os01g0822900	R_1	35130013	35130913	67	rice	35130013	35130913	GO:0008150	biological_process
Os02g0537000	R_2	19834281	19835082	67	rice	19834281	19835082	GO:0003674	molecular_function
Os02g0537000	R_2	19834281	19835082	67	rice	19834281	19835082	GO:0030234	enzyme regulator activity
Os02g0537000	R_2	19834281	19835082	67	rice	19834281	19835082	GO:0008150	biological_process
Os02g0537000	R_2	19834281	19835082	67	rice	19834281	19835082	GO:0065009	regulation of molecular function
Os02g0537000	R_2	19834281	19835082	67	rice	19834281	19835082	GO:0005575	cellular_component
Os02g0537000	R_2	19834281	19835082	67	rice	19834281	19835082	GO:0005576	extracellular region
Os06g0356800	R_6	14646987	14648089	67	rice	14646987	14648089	GO:0005575	cellular_component
Os06g0356800	R_6	14646987	14648089	67	rice	14646987	14648089	GO:0005576	extracellular region
Os06g0356800	R_6	14646987	14648089	67	rice	14646987	14648089	GO:0003674	molecular_function
Os06g0356800	R_6	14646987	14648089	67	rice	14646987	14648089	GO:0003824	catalytic activity
Os06g0356800	R_6	14646987	14648089	67	rice	14646987	14648089	GO:0016787	hydrolase activity
Os06g0356800	R_6	14646987	14648089	67	rice	14646987	14648089	GO:0008150	biological_process
Os06g0356800	R_6	14646987	14648089	67	rice	14646987	14648089	GO:0008152	metabolic process
Os06g0356800	R_6	14646987	14648089	67	rice	14646987	14648089	GO:0005975	carbohydrate metabolic process
Os03g0286900	R_3	9899776	9900385	66	rice	9899776	9900385	GO:0005575	cellular_component
Os03g0286900	R_3	9899776	9900385	66	rice	9899776	9900385	GO:0016020	membrane
Os11g0454200	R_11	15336192	15337158	66	rice	15336192	15337158	GO:0008150	biological_process
Os11g0454200	R_11	15336192	15337158	66	rice	15336192	15337158	GO:0042221	response to chemical
Os11g0454200	R_11	15336192	15337158	66	rice	15336192	15337158	GO:0009719	response to endogenous stimulus
Os11g0454200	R_11	15336192	15337158	66	rice	15336192	15337158	GO:0005575	cellular_component
Os11g0454200	R_11	15336192	15337158	66	rice	15336192	15337158	GO:0005622	intracellular anatomical structure
Os11g0454200	R_11	15336192	15337158	66	rice	15336192	15337158	GO:0005737	cytoplasm
Os11g0454200	R_11	15336192	15337158	66	rice	15336192	15337158	GO:0005829	cytosol
Os11g0454200	R_11	15336192	15337158	66	rice	15336192	15337158	GO:0006950	response to stress
Os11g0454200	R_11	15336192	15337158	66	rice	15336192	15337158	GO:0009628	response to abiotic stimulus
Os03g0131800	R_3	1815345	1816503	65	rice	1815345	1816503	GO:0005575	cellular_component
Os03g0131800	R_3	1815345	1816503	65	rice	1815345	1816503	GO:0005622	intracellular anatomical structure
Os03g0131800	R_3	1815345	1816503	65	rice	1815345	1816503	GO:0005634	nucleus
Os03g0131800	R_3	1815345	1816503	65	rice	1815345	1816503	GO:0003674	molecular_function
Os03g0131800	R_3	1815345	1816503	65	rice	1815345	1816503	GO:0008150	biological_process
Os03g0131800	R_3	1815345	1816503	65	rice	1815345	1816503	GO:0009987	cellular process
Os03g0131800	R_3	1815345	1816503	65	rice	1815345	1816503	GO:0008152	metabolic process
Os03g0131800	R_3	1815345	1816503	65	rice	1815345	1816503	GO:0009058	biosynthetic process
Os03g0131800	R_3	1815345	1816503	65	rice	1815345	1816503	GO:0006139	nucleobase-containing compound metabolic process
Os03g0131800	R_3	1815345	1816503	65	rice	1815345	1816503	GO:0140110	transcription regulator activity
Os03g0719400	R_3	29150126	29153530	65	rice	29150126	29153530	GO:0003674	molecular_function
Os03g0719400	R_3	29150126	29153530	65	rice	29150126	29153530	GO:0003824	catalytic activity
Os03g0719400	R_3	29150126	29153530	65	rice	29150126	29153530	GO:0016787	hydrolase activity
Os03g0719400	R_3	29150126	29153530	65	rice	29150126	29153530	GO:0005575	cellular_component
Os03g0719400	R_3	29150126	29153530	65	rice	29150126	29153530	GO:0016020	membrane
Os11g0303800	R_11	11436951	11446262	65	rice	11436951	11446262	GO:0005575	cellular_component
Os11g0303800	R_11	11436951	11446262	65	rice	11436951	11446262	GO:0005622	intracellular anatomical structure
Os11g0303800	R_11	11436951	11446262	65	rice	11436951	11446262	GO:0005840	ribosome
Os10g0373400	R_10	11825931	11826899	65	rice	11825931	11826899	GO:0005575	cellular_component
